runid	clusterid	annote	Methanothermococcus_archaeon_SAG_AD_155_C09	Methanothermococcus_archaeon_SAG_AD_155_K20	Methanothermococcus_archaeon_SAG_AD_155_M21	Methanothermococcus_archaeon_SAG_AD_155_N22	Methanothermococcus_archaeon_SAG_AD_155_E23
all_I_2.0_c_0.4_m_maxbit	1701	endonuclease iii_ga0150971_100811	fig|155862.1.peg.93	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1128	yruvate formate lyase activating enzyme_ga0150972_119987	fig|155862.1.peg.497	NONE	NONE	NONE	fig|155862.2.peg.830
all_I_2.0_c_0.4_m_maxbit	533	hypothetical protein_ga0150971_112131	fig|155862.1.peg.1249	NONE	fig|155862.4.peg.281	NONE	fig|155862.2.peg.432
all_I_2.0_c_0.4_m_maxbit	984	byrinic acid a,c-diamide synthase_ga0150972_123880	fig|155862.1.peg.203	NONE	NONE	NONE	fig|155862.2.peg.1006
all_I_2.0_c_0.4_m_maxbit	367	 rrna 2'-o-methyltransferase fibrillarin_ga0150971_107324	fig|155862.1.peg.786	NONE	NONE	fig|155862.5.peg.644;fig|155862.5.peg.479	fig|155862.2.peg.683
all_I_2.0_c_0.4_m_maxbit	1273	atp cone domain-containing protein_ga0150975_10741	NONE	NONE	NONE	fig|155862.5.peg.99	NONE
all_I_2.0_c_0.4_m_maxbit	610	hypothetical protein_ga0150972_11333	fig|155862.1.peg.1375	NONE	fig|155862.4.peg.831	NONE	fig|155862.2.peg.444
all_I_2.0_c_0.4_m_maxbit	41	 glyceraldehyde 3-phosphate dehydrogenase (nad(p)+)_ga0150973_1067011	fig|155862.1.peg.1151	fig|155862.3.peg.86	fig|155862.4.peg.733	fig|155862.5.peg.467	fig|155862.2.peg.262
all_I_2.0_c_0.4_m_maxbit	508	 lsu ribosomal protein l18ae_ga0150974_13502	fig|155862.1.peg.226	NONE	fig|155862.4.peg.613	NONE	fig|155862.2.peg.740
all_I_2.0_c_0.4_m_maxbit	1366	hypothetical protein_ga0150971_11077	fig|155862.1.peg.1134	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	755	 histidinol phosphate aminotransferase apoenzyme_ga0150972_10952	fig|155862.1.peg.606	NONE	fig|155862.4.peg.551	NONE	fig|155862.2.peg.310
all_I_2.0_c_0.4_m_maxbit	134	recj-like exonuclease_ga0150972_104038	fig|155862.1.peg.1077	fig|155862.3.peg.8	fig|155862.4.peg.57	NONE	fig|155862.2.peg.217
all_I_2.0_c_0.4_m_maxbit	1613	ative membrane protein_ga0150971_105111	fig|155862.1.peg.556	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1040	glyoxylase, beta-lactamase superfamily ii_ga0150971_10543	fig|155862.1.peg.605	NONE	fig|155862.4.peg.552	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1447	arginosuccinate synthase_ga0150974_107725	NONE	NONE	fig|155862.4.peg.181	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	832	 rrna biogenesis protein nop56/nop58_ga0150971_107323	fig|155862.1.peg.785	NONE	NONE	fig|155862.5.peg.643	fig|155862.2.peg.682
all_I_2.0_c_0.4_m_maxbit	279	methyl-coenzyme m reductase subunit c_ga0150974_15541	fig|155862.1.peg.330	NONE	fig|155862.4.peg.815	fig|155862.5.peg.5	fig|155862.2.peg.1
all_I_2.0_c_0.4_m_maxbit	1754	methionyl-trna synthetase c-terminal region/beta chain_ga0150975_115815	NONE	NONE	NONE	fig|155862.5.peg.139	NONE
all_I_2.0_c_0.4_m_maxbit	1121	uncharacterized conserved protein, nad-dependent epimerase/dehydratase family_ga0150971_104028	fig|155862.1.peg.457	NONE	NONE	NONE	fig|155862.2.peg.519
all_I_2.0_c_0.4_m_maxbit	522	anslation initation factor sui1, putative_ga0150971_10146	fig|155862.1.peg.123	NONE	fig|155862.4.peg.656	NONE	fig|155862.2.peg.55
all_I_2.0_c_0.4_m_maxbit	977	aminotransferase class-iii_ga0150975_10321	NONE	NONE	NONE	fig|155862.5.peg.59;fig|155862.5.peg.57	NONE
all_I_2.0_c_0.4_m_maxbit	356	hypothetical protein_ga0150971_10724	fig|155862.1.peg.752	NONE	fig|155862.4.peg.572	fig|155862.5.peg.441	fig|155862.2.peg.996
all_I_2.0_c_0.4_m_maxbit	1835	wo-component system, chemotaxis family, response regulator chey_ga0150975_18116	NONE	NONE	NONE	fig|155862.5.peg.697	NONE
all_I_2.0_c_0.4_m_maxbit	1278	hypothetical protein_ga0150971_112122	fig|155862.1.peg.1240	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	667	heterodisulfide reductase subunit a_ga0150972_102620	fig|155862.1.peg.939	NONE	NONE	fig|155862.5.peg.524	fig|155862.2.peg.26
all_I_2.0_c_0.4_m_maxbit	46	nadh dehydrogenase_ga0150974_11202	fig|155862.1.peg.868	NONE	fig|155862.4.peg.214	fig|155862.5.peg.279	fig|155862.2.peg.402;fig|155862.2.peg.401
all_I_2.0_c_0.4_m_maxbit	501	mind-like atpase involved in chromosome partitioning or flagellar assembly_ga0150971_10584	fig|155862.1.peg.678	NONE	fig|155862.4.peg.122	NONE	fig|155862.2.peg.700
all_I_2.0_c_0.4_m_maxbit	1359	hypothetical protein_ga0150972_116643	NONE	NONE	NONE	NONE	fig|155862.2.peg.704
all_I_2.0_c_0.4_m_maxbit	744	large subunit ribosomal protein l37ae_ga0150972_119972	fig|155862.1.peg.506	NONE	fig|155862.4.peg.840	NONE	fig|155862.2.peg.818
all_I_2.0_c_0.4_m_maxbit	191	ngstate transport system atp-binding protein_ga0150972_124334	fig|155862.1.peg.915	NONE	fig|155862.4.peg.250	fig|155862.5.peg.660	fig|155862.2.peg.1042
all_I_2.0_c_0.4_m_maxbit	1602	hypothetical protein_ga0150971_104314	fig|155862.1.peg.515	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1033	myo-inositol-1-phosphate synthase_ga0150975_134914	NONE	NONE	NONE	fig|155862.5.peg.322	fig|155862.2.peg.280
all_I_2.0_c_0.4_m_maxbit	1500	uncharacterized protein (duf2100)_ga0150975_15372	NONE	NONE	NONE	fig|155862.5.peg.453	NONE
all_I_2.0_c_0.4_m_maxbit	889	histone h3/h4_ga0150972_124913	NONE	fig|155862.3.peg.78	fig|155862.4.peg.727	NONE	fig|155862.2.peg.1096
all_I_2.0_c_0.4_m_maxbit	268	bifunctional udp-n-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate n-acetyltransferase_ga0150971_10096	fig|155862.1.peg.99	NONE	fig|155862.4.peg.104	fig|155862.5.peg.497	fig|155862.2.peg.813
all_I_2.0_c_0.4_m_maxbit	1747	hypothetical protein_ga0150972_12206	NONE	NONE	NONE	NONE	fig|155862.2.peg.915
all_I_2.0_c_0.4_m_maxbit	1126	hypothetical protein_ga0150972_124325	fig|155862.1.peg.469	NONE	NONE	NONE	fig|155862.2.peg.1034
all_I_2.0_c_0.4_m_maxbit	515	 membrane-bound hydrogenase subunit ehad_ga0150974_122625	fig|155862.1.peg.1223	NONE	fig|155862.4.peg.400	NONE	fig|155862.2.peg.393
all_I_2.0_c_0.4_m_maxbit	982	 gtp cyclohydrolase mpta_ga0150972_109516	fig|155862.1.peg.1205	NONE	NONE	NONE	fig|155862.2.peg.324
all_I_2.0_c_0.4_m_maxbit	413	cbs domain-containing protein_ga0150971_10853	fig|155862.1.peg.870;fig|155862.1.peg.9	NONE	fig|155862.4.peg.351	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1824	hypothetical protein_ga0150975_136217	NONE	NONE	NONE	fig|155862.5.peg.353	NONE
all_I_2.0_c_0.4_m_maxbit	1271	signal peptide peptidase sppa_ga0150972_116646	NONE	NONE	NONE	NONE	fig|155862.2.peg.707
all_I_2.0_c_0.4_m_maxbit	656	enolase_ga0150974_13508	fig|155862.1.peg.221	NONE	fig|155862.4.peg.618	NONE	fig|155862.2.peg.735
all_I_2.0_c_0.4_m_maxbit	39	 phosphate abc transporter membrane protein 2, phot family_ga0150973_101112	fig|155862.1.peg.1150	fig|155862.3.peg.7	fig|155862.4.peg.732	fig|155862.5.peg.408	fig|155862.2.peg.1091
all_I_2.0_c_0.4_m_maxbit	490	membrane protein yqaa, snare-associated domain_ga0150973_104964	fig|155862.1.peg.185	fig|155862.3.peg.51	NONE	NONE	fig|155862.2.peg.408
all_I_2.0_c_0.4_m_maxbit	1348	tetratricopeptide repeat-containing protein_ga0150971_113913	fig|155862.1.peg.1419	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	737	ation:h+ antiporte_ga0150972_10848	fig|155862.1.peg.489	NONE	NONE	fig|155862.5.peg.25	fig|155862.2.peg.287
all_I_2.0_c_0.4_m_maxbit	180	l-seryl-trna(ser) seleniumtransferase_ga0150972_11664	fig|155862.1.peg.1277	fig|155862.3.peg.110	NONE	fig|155862.5.peg.151	fig|155862.2.peg.665
all_I_2.0_c_0.4_m_maxbit	1659	hypothetical protein_ga0150971_10662	fig|155862.1.peg.717	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1038	dimerisation domain-containing protein_ga0150971_10158	fig|155862.1.peg.144	fig|155862.3.peg.183	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1493	hypothetical protein_ga0150971_10035	fig|155862.1.peg.18	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	894	methyl-coenzyme m reductase subunit d_ga0150975_10024	NONE	NONE	fig|155862.4.peg.666	fig|155862.5.peg.4	fig|155862.2.peg.2
all_I_2.0_c_0.4_m_maxbit	261	hypothetical protein_ga0150975_13497	fig|155862.1.peg.286	NONE	fig|155862.4.peg.14	fig|155862.5.peg.315	fig|155862.2.peg.545
all_I_2.0_c_0.4_m_maxbit	1736	hypothetical protein_ga0150972_109547	NONE	NONE	NONE	NONE	fig|155862.2.peg.355
all_I_2.0_c_0.4_m_maxbit	1183	ihydropteroate synthase-related protein_ga0150972_127219	fig|155862.1.peg.812	NONE	NONE	NONE	fig|155862.2.peg.1160
all_I_2.0_c_0.4_m_maxbit	568	 acetyl-coa decarbonylase/synthase gamma subuni_ga0150971_105213	fig|155862.1.peg.572	NONE	NONE	fig|155862.5.peg.774	fig|155862.2.peg.502
all_I_2.0_c_0.4_m_maxbit	975	hypothetical protein_ga0150975_14206	NONE	NONE	NONE	fig|155862.5.peg.377	fig|155862.2.peg.629
all_I_2.0_c_0.4_m_maxbit	402	 lsu ribosomal protein l3p_ga0150972_102669	NONE	fig|155862.3.peg.161;fig|155862.3.peg.154	NONE	fig|155862.5.peg.248	fig|155862.2.peg.74
all_I_2.0_c_0.4_m_maxbit	1260	hypothetical protein_ga0150975_17999	NONE	NONE	NONE	fig|155862.5.peg.648;fig|155862.5.peg.475	NONE
all_I_2.0_c_0.4_m_maxbit	649	 biotin synthase_ga0150975_12493	fig|155862.1.peg.690	NONE	NONE	fig|155862.5.peg.187	fig|155862.2.peg.558
all_I_2.0_c_0.4_m_maxbit	92	 heat shock protein hsp20_ga0150973_106708	fig|155862.1.peg.831	fig|155862.3.peg.83	fig|155862.4.peg.736	fig|155862.5.peg.182	fig|155862.2.peg.1173
all_I_2.0_c_0.4_m_maxbit	483	 pyruvate carboxylase subunit a_ga0150972_113712	fig|155862.1.peg.1143	NONE	fig|155862.4.peg.76	NONE	fig|155862.2.peg.459
all_I_2.0_c_0.4_m_maxbit	1405	aaa domain-containing protein_ga0150975_10911	NONE	NONE	NONE	fig|155862.5.peg.102	NONE
all_I_2.0_c_0.4_m_maxbit	742	 proteasome subunit alpha 4_ga0150971_10433	fig|155862.1.peg.504	NONE	fig|155862.4.peg.838	NONE	fig|155862.2.peg.816
all_I_2.0_c_0.4_m_maxbit	173	coenzyme f420-reducing hydrogenase, beta subuni_ga0150971_113919	fig|155862.1.peg.1425	NONE	fig|155862.4.peg.30	fig|155862.5.peg.754	fig|155862.2.peg.1072
all_I_2.0_c_0.4_m_maxbit	1648	ype i restriction enzyme m protein_ga0150971_10854	fig|155862.1.peg.871	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1031	hypothetical protein_ga0150974_120934	NONE	NONE	fig|155862.4.peg.833;fig|155862.4.peg.367	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1482	hypothetical protein_ga0150971_113918	fig|155862.1.peg.1424	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	887	hypothetical protein_ga0150974_14782	fig|155862.1.peg.999	NONE	fig|155862.4.peg.754	NONE	fig|155862.2.peg.319
all_I_2.0_c_0.4_m_maxbit	314	aspartate aminotransferase_ga0150972_124921	fig|155862.1.peg.523	NONE	NONE	fig|155862.5.peg.534;fig|155862.5.peg.214	fig|155862.2.peg.1104
all_I_2.0_c_0.4_m_maxbit	1729	hypothetical protein_ga0150973_113034	NONE	fig|155862.3.peg.167	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1172	predicted dinucleotide-utilizing enzyme of the thif/hesa family_ga0150971_107326	fig|155862.1.peg.788	NONE	NONE	NONE	fig|155862.2.peg.1005
all_I_2.0_c_0.4_m_maxbit	561	ative abc transport system atp-binding protein_ga0150971_112418	fig|155862.1.peg.1296	NONE	NONE	fig|155862.5.peg.514	fig|155862.2.peg.794
all_I_2.0_c_0.4_m_maxbit	964	hypothetical protein_ga0150971_10127	fig|155862.1.peg.116	NONE	fig|155862.4.peg.40	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	395	 phosphate abc transporter substrate-binding protein, phot family_ga0150972_124910	NONE	fig|155862.3.peg.18	fig|155862.4.peg.730	fig|155862.5.peg.406	fig|155862.2.peg.1093
all_I_2.0_c_0.4_m_maxbit	1253	mrna interferase mazf_ga0150974_12745	NONE	NONE	fig|155862.4.peg.484	fig|155862.5.peg.68	NONE
all_I_2.0_c_0.4_m_maxbit	654	predicted rna-binding protein, contains tram domain_ga0150974_12733	fig|155862.1.peg.212	NONE	fig|155862.4.peg.466	fig|155862.5.peg.622	NONE
all_I_2.0_c_0.4_m_maxbit	85	nitrogenase molybdenum-iron protein beta chain_ga0150973_110725	fig|155862.1.peg.625	fig|155862.3.peg.121;fig|155862.3.peg.98;fig|155862.3.peg.43	fig|155862.4.peg.588	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1560	hypothetical protein_ga0150971_103820	fig|155862.1.peg.388	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1394	h2-forming n5,n10-methylene-tetrahydromethanopterin dehydrogenase_ga0150974_129610	NONE	NONE	fig|155862.4.peg.536	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	799	 ribose-5-phosphate isomerase_ga0150972_11248	fig|155862.1.peg.676	NONE	fig|155862.4.peg.120	NONE	fig|155862.2.peg.412
all_I_2.0_c_0.4_m_maxbit	162	hypothetical protein_ga0150971_11137	fig|155862.1.peg.1179	NONE	fig|155862.4.peg.140	fig|155862.5.peg.376	fig|155862.2.peg.630
all_I_2.0_c_0.4_m_maxbit	1641	ype i restriction enzyme, s subuni_ga0150971_10057	fig|155862.1.peg.67	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1084	glucose-1-phosphate thymidylyltransferase_ga0150972_115956	fig|155862.1.peg.385	NONE	NONE	NONE	fig|155862.2.peg.653
all_I_2.0_c_0.4_m_maxbit	1475	hypothetical protein_ga0150972_10583	NONE	NONE	NONE	NONE	fig|155862.2.peg.228
all_I_2.0_c_0.4_m_maxbit	876	tigr00303 family protein_ga0150972_119944	fig|155862.1.peg.965	NONE	NONE	fig|155862.5.peg.413	fig|155862.2.peg.791
all_I_2.0_c_0.4_m_maxbit	307	hypothetical protein_ga0150971_104064	fig|155862.1.peg.493	NONE	fig|155862.4.peg.634	fig|155862.5.peg.16	fig|155862.2.peg.283
all_I_2.0_c_0.4_m_maxbit	1734	cation transport protein_ga0150972_10911	NONE	NONE	NONE	NONE	fig|155862.2.peg.300
all_I_2.0_c_0.4_m_maxbit	1165	histidinol dehydrogenase_ga0150971_10632	fig|155862.1.peg.701	NONE	NONE	fig|155862.5.peg.458	NONE
all_I_2.0_c_0.4_m_maxbit	566	 amino acid/amide abc transporter atp-binding protein 1, haat family_ga0150974_11438	fig|155862.1.peg.969	NONE	fig|155862.4.peg.232	NONE	fig|155862.2.peg.787
all_I_2.0_c_0.4_m_maxbit	1021	ammonium transporter family_ga0150971_11311	fig|155862.1.peg.1353;fig|155862.1.peg.291	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	384	rna wybutosine-synthesizing protein 1_ga0150975_16423	fig|155862.1.peg.897	NONE	fig|155862.4.peg.685	fig|155862.5.peg.554	fig|155862.2.peg.614
all_I_2.0_c_0.4_m_maxbit	1306	hypothetical protein_ga0150971_10951	fig|155862.1.peg.1048	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	647	biotin synthase_ga0150971_10195	fig|155862.1.peg.200	NONE	NONE	fig|155862.5.peg.536	fig|155862.2.peg.1106
all_I_2.0_c_0.4_m_maxbit	74	hypothetical protein_ga0150974_148811	fig|155862.1.peg.399	fig|155862.3.peg.200	fig|155862.4.peg.771	fig|155862.5.peg.781	fig|155862.2.peg.493
all_I_2.0_c_0.4_m_maxbit	1553	initiation factor eif2 gamma, c terminal_ga0150973_1053221	NONE	fig|155862.3.peg.75	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1387	peptidase dimerisation domain-containing protein_ga0150975_15261	NONE	NONE	NONE	fig|155862.5.peg.450	NONE
all_I_2.0_c_0.4_m_maxbit	788	hypothetical protein_ga0150971_105610	fig|155862.1.peg.646	NONE	NONE	fig|155862.5.peg.242	fig|155862.2.peg.361
all_I_2.0_c_0.4_m_maxbit	219	hypothetical protein_ga0150974_127415	fig|155862.1.peg.1410	fig|155862.3.peg.111	fig|155862.4.peg.494	fig|155862.5.peg.345	NONE
all_I_2.0_c_0.4_m_maxbit	1646	hypothetical protein_ga0150975_17682	NONE	NONE	NONE	fig|155862.5.peg.631	NONE
all_I_2.0_c_0.4_m_maxbit	1077	 transketolase subunit b_ga0150972_102929	fig|155862.1.peg.298	NONE	NONE	NONE	fig|155862.2.peg.154
all_I_2.0_c_0.4_m_maxbit	1528	trka-c domain-containing protein_ga0150972_12095	NONE	NONE	NONE	NONE	fig|155862.2.peg.901
all_I_2.0_c_0.4_m_maxbit	869	ative protease_ga0150971_109222	fig|155862.1.peg.945	NONE	fig|155862.4.peg.874	NONE	fig|155862.2.peg.939
all_I_2.0_c_0.4_m_maxbit	296	nanornase/pap phosphatase, hydrolyzes c-di-amp and oligornas_ga0150971_105211	fig|155862.1.peg.570	NONE	fig|155862.4.peg.240	fig|155862.5.peg.776	fig|155862.2.peg.500
all_I_2.0_c_0.4_m_maxbit	1791	hypothetical protein_ga0150974_132225	NONE	NONE	fig|155862.4.peg.604	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1154	upf0148 protein_ga0150974_145818	fig|155862.1.peg.63	NONE	fig|155862.4.peg.741	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	559	uncharacterized conserved protein_ga0150971_112417	fig|155862.1.peg.1295	NONE	NONE	fig|155862.5.peg.513	fig|155862.2.peg.793
all_I_2.0_c_0.4_m_maxbit	1010	 threonyl-trna synthetase_ga0150971_113111	fig|155862.1.peg.1363	NONE	NONE	NONE	fig|155862.2.peg.578
all_I_2.0_c_0.4_m_maxbit	441	recj-like exonuclease_ga0150974_10431	fig|155862.1.peg.1173	NONE	fig|155862.4.peg.133	NONE	fig|155862.2.peg.667
all_I_2.0_c_0.4_m_maxbit	1299	hypothetical protein_ga0150974_13441	NONE	NONE	fig|155862.4.peg.609	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	700	hypothetical protein_ga0150971_10349	fig|155862.1.peg.336	NONE	NONE	fig|155862.5.peg.218	fig|155862.2.peg.476
all_I_2.0_c_0.4_m_maxbit	67	hypothetical protein_ga0150975_105229	fig|155862.1.peg.244	NONE	fig|155862.4.peg.566	fig|155862.5.peg.712;fig|155862.5.peg.91	fig|155862.2.peg.420
all_I_2.0_c_0.4_m_maxbit	1558	polysaccharide pyruvyl transferase_ga0150971_103818	fig|155862.1.peg.386	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1376	hypothetical protein_ga0150973_101111	NONE	fig|155862.3.peg.6	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	781	tigr00266 family protein_ga0150972_124329	fig|155862.1.peg.608	NONE	fig|155862.4.peg.549	NONE	fig|155862.2.peg.1037
all_I_2.0_c_0.4_m_maxbit	208	ein phosphatase_ga0150972_108416	fig|155862.1.peg.1380	NONE	fig|155862.4.peg.784;fig|155862.4.peg.459	NONE	fig|155862.2.peg.295
all_I_2.0_c_0.4_m_maxbit	1639	 ammonium transporte_ga0150974_11507	NONE	NONE	fig|155862.4.peg.271	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1066	signal peptidase, endoplasmic reticulum-type_ga0150971_102411	fig|155862.1.peg.263	NONE	fig|155862.4.peg.368	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1521	4fe-4s binding domain-containing protein_ga0150972_11341	NONE	NONE	NONE	NONE	fig|155862.2.peg.445
all_I_2.0_c_0.4_m_maxbit	922	arallel beta-helix repeat (two copies)_ga0150971_113011	fig|155862.1.peg.1352;fig|155862.1.peg.411	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	289	aspartate dehydrogenase_ga0150971_10014	fig|155862.1.peg.4	NONE	fig|155862.4.peg.329	fig|155862.5.peg.30	fig|155862.2.peg.575
all_I_2.0_c_0.4_m_maxbit	1780	hosphatidylserine decarboxylase precursor-related protein_ga0150974_11769	NONE	NONE	fig|155862.4.peg.308	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1211	fructose-1,6-bisphosphatase_ga0150973_116692	NONE	fig|155862.3.peg.181;fig|155862.3.peg.172	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	548	protein of unknown function (duf4013)_ga0150974_10208	fig|155862.1.peg.1273	NONE	fig|155862.4.peg.67	NONE	fig|155862.2.peg.454
all_I_2.0_c_0.4_m_maxbit	1003	starch synthase_ga0150971_10762	fig|155862.1.peg.822	NONE	fig|155862.4.peg.834	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	446	co dehydrogenase maturation fa_ga0150973_104963	fig|155862.1.peg.184	fig|155862.3.peg.50	NONE	NONE	fig|155862.2.peg.1035
all_I_2.0_c_0.4_m_maxbit	1288	atp-dependent rna helicase dead_ga0150971_103413	fig|155862.1.peg.340	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	693	hypothetical protein_ga0150971_10321	fig|155862.1.peg.324	NONE	fig|155862.4.peg.180	NONE	fig|155862.2.peg.1016
all_I_2.0_c_0.4_m_maxbit	120	holliday junction resolvase_ga0150971_109357	fig|155862.1.peg.1020	fig|155862.3.peg.92	NONE	fig|155862.5.peg.330	fig|155862.2.peg.289
all_I_2.0_c_0.4_m_maxbit	1551	hypothetical protein_ga0150972_123826	NONE	NONE	NONE	NONE	fig|155862.2.peg.954
all_I_2.0_c_0.4_m_maxbit	1433	hypothetical protein_ga0150975_182424	NONE	NONE	NONE	fig|155862.5.peg.724	NONE
all_I_2.0_c_0.4_m_maxbit	770	 dna-directed rna polymerase, subunit m_ga0150975_18748	fig|155862.1.peg.574	NONE	NONE	fig|155862.5.peg.772	fig|155862.2.peg.504
all_I_2.0_c_0.4_m_maxbit	201	nucleoside recognition_ga0150971_112914	fig|155862.1.peg.1341	NONE	fig|155862.4.peg.196	fig|155862.5.peg.334	fig|155862.2.peg.176
all_I_2.0_c_0.4_m_maxbit	1692	signal peptide binding domain-containing protein_ga0150975_15571	NONE	NONE	NONE	fig|155862.5.peg.459	NONE
all_I_2.0_c_0.4_m_maxbit	1059	hypothetical protein_ga0150971_10238	fig|155862.1.peg.241	NONE	NONE	NONE	fig|155862.2.peg.581
all_I_2.0_c_0.4_m_maxbit	1526	co dehydrogenase/acetyl-coa synthase complex beta subuni_ga0150975_16821	NONE	NONE	NONE	fig|155862.5.peg.585	NONE
all_I_2.0_c_0.4_m_maxbit	915	 cobalt-factor ii c20-methyltransferase_ga0150972_114337	fig|155862.1.peg.456	NONE	NONE	NONE	fig|155862.2.peg.518
all_I_2.0_c_0.4_m_maxbit	294	iron complex transport system substrate-binding protein_ga0150975_12522	fig|155862.1.peg.434	NONE	fig|155862.4.peg.97	fig|155862.5.peg.193	fig|155862.2.peg.1171
all_I_2.0_c_0.4_m_maxbit	1773	udp-2,4-diacetamido-2,4,6-trideoxy-beta-l-altropy ranose hydrolase_ga0150973_105325	NONE	fig|155862.3.peg.59	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1200	 prephenate dehydratase_ga0150971_10926	fig|155862.1.peg.931	NONE	NONE	NONE	fig|155862.2.peg.96
all_I_2.0_c_0.4_m_maxbit	605	balt/nickel transport protein_ga0150971_113114	fig|155862.1.peg.1366	NONE	fig|155862.4.peg.383	NONE	fig|155862.2.peg.874
all_I_2.0_c_0.4_m_maxbit	992	ative methanogenesis marker protein 3_ga0150972_11327	fig|155862.1.peg.1253	NONE	NONE	NONE	fig|155862.2.peg.436
all_I_2.0_c_0.4_m_maxbit	439	 transcriptional regulator, copg family_ga0150975_16568	fig|155862.1.peg.193	NONE	NONE	fig|155862.5.peg.680;fig|155862.5.peg.578	NONE
all_I_2.0_c_0.4_m_maxbit	1281	 dna topoisomerase i_ga0150972_123828	NONE	NONE	NONE	NONE	fig|155862.2.peg.956
all_I_2.0_c_0.4_m_maxbit	682	uncharacterized protein, upf0305 family_ga0150972_102946	fig|155862.1.peg.282	NONE	fig|155862.4.peg.12	NONE	fig|155862.2.peg.171
all_I_2.0_c_0.4_m_maxbit	113	cbs domain-containing protein_ga0150971_10723	fig|155862.1.peg.751	NONE	fig|155862.4.peg.573	fig|155862.5.peg.442	fig|155862.2.peg.997
all_I_2.0_c_0.4_m_maxbit	1540	prismane/co dehydrogenase family protein_ga0150975_13401	NONE	NONE	NONE	fig|155862.5.peg.291	NONE
all_I_2.0_c_0.4_m_maxbit	1438	integrase/recombinase xerd_ga0150971_11271	fig|155862.1.peg.1319	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	827	hypothetical protein_ga0150971_107311	fig|155862.1.peg.773	NONE	fig|155862.4.peg.332;fig|155862.4.peg.315	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	206	hypothetical protein_ga0150972_11332	fig|155862.1.peg.1376	NONE	fig|155862.4.peg.789;fig|155862.4.peg.460	NONE	fig|155862.2.peg.443
all_I_2.0_c_0.4_m_maxbit	1685	hypothetical protein_ga0150971_108325	fig|155862.1.peg.867	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1112	cohesin domain-containing protein_ga0150971_10401	fig|155862.1.peg.430	NONE	NONE	fig|155862.5.peg.52	NONE
all_I_2.0_c_0.4_m_maxbit	1519	phosphorylase superfamily protein_ga0150974_12218	NONE	NONE	fig|155862.4.peg.375	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	904	 pantothenate kinase_ga0150974_11934	NONE	NONE	fig|155862.4.peg.319	fig|155862.5.peg.133	fig|155862.2.peg.84
all_I_2.0_c_0.4_m_maxbit	351	4-hydroxy-tetrahydrodipicolinate synthase_ga0150974_12359	fig|155862.1.peg.743	NONE	fig|155862.4.peg.446	fig|155862.5.peg.389	fig|155862.2.peg.372
all_I_2.0_c_0.4_m_maxbit	1762	hypothetical protein_ga0150972_102695	NONE	NONE	NONE	NONE	fig|155862.2.peg.99
